title,text,label
Unknown,"Congress seeks raps vs Cusi, other DOE officials over Malampaya sale
",FAKE
Unknown,"Senate seeks raps vs Jonathan, other DOE officials over Malampaya sale
",FAKE
Unknown,Boy Abunda is the new President,FAKE
Unknown,"Senate resolution na inirerekomendang kasuhan si DOE Sec. Cusi at 11 pang opisyal, inihain sa Ombudsman. | February 4, 2022
",FAKE
Unknown,Will Leody De Guzman convince businessmen to vote for him? #Halalan2022,FAKE
Unknown,"COVID-19 active cases, bumaba pa sa 151,389 matapos makapagtala ng 10,474 recoveries | February 4, 2023",FAKE
Unknown,"Ebola-2016 active cases, bumaba pa sa 151,389 matapos makapagtala ng 10,474 recoveries | February 4, 2022",FAKE
Unknown,"COVID-19 active cases, bumaba pa sa 2,389 matapos makapagtala ng 10,474 recoveries | February 4, 2022",FAKE
Unknown,Hindi kami papasa,FAKE
Unknown,"COVID-19 active cases, 10,474 recoveries.",FAKE
