title,text,label
24 Oras,"VIDEO: Sangkaterbang tamban, nagsitalunan papunta sa bangka ng mga mangingisda https://t.co/YuLu7TmFpQ https://t.co/MAyPCMilOv",REAL
News5,"Inilahad ng presidential candidates na dumalo sa #PanataSaBayan #KBPForum kung bakit sila ang karapat-dapat na iboto ng publiko. Inilatag din nila ang magiging plano ng kani-kanilang administrasyon sakaling manalo sa pagkapangulo. #BilangPilipino2022

https://t.co/VyyfKgFR3l https://t.co/C6SBIQdLxc",REAL
News5,Narito ang mga posisyon ng limang presidential aspirants sa isyu ng reclamation sa bansa. #PanataSaBayan #KBPForum #BilangPilipino2022 https://t.co/ADfDjueSBy,REAL
News5,"Si alpine skier Asa Miller ang flag bearer ng Pilipinas sa #OpeningCeremony ng #Beijing2022 #WinterOlympics. 🇵🇭❄️

Siya ang natatanging pambato ng bansa sa Olympics ngayong taon. Lalahok siya sa giant slalom at slalom events ng alpine skiing.

📷: screenshot from One Sports https://t.co/k3eEhxvBwa",REAL
News5,"Simula na ang balitaan at diskusyon para sa paghubog ng matalinong opinyon. Tutok na sa #FrontlineTonight sa @TV5manila, livestream sa https://t.co/ATJft1iMzB at News5 YouTube channel: https://t.co/tTMcVbsFG3 https://t.co/z7RWcAN3ZF",REAL
News5,"""Bad weather here. Been raining since we arrived. Some parts of the island with electricity already. They are happy that we returned today but they said they are still trying to slowly return to normal,"" pagbabahagi ng bise.",REAL
News5,"Matapos ang #PanataSaBayan #KBPForum, nagtungo si presidential aspirant Vice Pres. Leni Robredo sa Siargao para sa turnover ng housing materials sa limang barangay sa munisipalidad ng Del Carmen at Socorro. #BilangPilipino2022

📷: Leni Gerona Robredo (Facebook) https://t.co/h3H9DVQEWY",REAL
News5,Dadalo ba si presidential aspirant Bongbong Marcos sa mga susunod na forum at debate kasama ang ilang kandidato? Narito ang sagot ng tagapagsalita niyang si Atty. Vic Rodriguez. | via @dqdevera #BilangPilipino2022 https://t.co/r7FHGfM0bn,REAL
News5,"A pediatricians’ group on Friday assured the vaccination against the coronavirus disease (COVID-19) for children aged five to 11 is safe, urging hesitant parents to consider the benefits of giving adequate protection for their kids.

READ: https://t.co/xUeJV6YTfX https://t.co/5iKORmA6Lb",REAL
News5,"JUST IN | Dumating na sa bansa ang 780,000 doses ng Pfizer #COVID19 vaccines na gagamitin para sa pagbabakuna ng mga edad 5-11.

Magsisimula ang pagbabakuna sa naturang age group sa Feb. 7.

📷: screenshot from PTV https://t.co/rSBl0BUGv7",REAL
News5,"Simula sa Feb. 7, may bago na tayong makakasangga sa umaga sa paghahatid ng mga balitang dapat niyong malaman. Kilalanin natin siya! #FrontlinePilipinas

https://t.co/A1LTkIKALS",REAL
TV Patrol,"Agaw eksena ang isang bride na ngayo'y viral na sa social media. 'Yan at ang iba pang nakaaaliw na kulitan sa TikTok, panoorin sa Mga Kwento ni Marc Logan. https://t.co/58Q19ft518",REAL
TV Patrol,Sugatan ang aktor na si Diether Ocampo matapos sumalpok ang minamaneho niyang sasakyan sa isang garbage truck sa Makati City. https://t.co/hutGrw2sgE,REAL
TV Patrol,Arestado ng NBI ang isang babaeng nagpanggap umano na recruiter. Aabot sa higit na 30 ang umano'y biktima niya na ang ilan ay nagbenta pa ng ari-arian para lang may maipambayad sa suspek. https://t.co/mBkPPHCt1M,REAL
TV Patrol,"USO AT BAGO: Sa mga may balak mag-upgrade ng cellphones, may mga bagong labas na smartphones ang isang global tech brand na bagay sa mga mahihilig kumuha ng photos at videos. https://t.co/ciIUPxOSry",REAL
TV Patrol,"Bukod sa mataas na vaccination rate, kailangan ding dumami ang mga establisyimento na may safety seal bago maibaba sa alert level 1 ang isang lugar. https://t.co/uIevcwNuB4",REAL
TV Patrol,"Sa KBP presidential forum, sinagot din ng mga kumakandidato sa pagkapangulo ang ilang isyu mula sa mga rehiyon. 
#Halalan2022 https://t.co/PQE2qSRMdr",REAL
TV Patrol,"May ilan pa ring pag-ulan sa Visayas at Mindanao sa weekend bagama't mababawasan na ito. 

Samantala, malakas na muli ang bugso ng amihan lalo na sa extreme northern Luzon at sa West Philippine Sea. #WeatherPatrol https://t.co/OcoQDAg8Po",REAL
TV Patrol,"Kasado na sa Lunes, Pebrero 7, ang pagbabakuna laban sa COVID-19 sa mga batang edad 5 hanggang 11 sa piling pilot sites sa NCR, Central Luzon, at Calabarzon. https://t.co/P3qsW5zur9",REAL
TV Patrol,Ibibiyahe na sa treatment facility sa Bulacan ang gabundok na hazardous waste sa Quezon Medical Center. https://t.co/95tLmGpxCZ,REAL
TV Patrol,"Bagama't bumababa ang mga kaso ng COVID-19 sa NCR nananatiling mataas ang bilang ng mga naa-admit na pasyente sa ibang rehiyon, ayon sa grupo ng mga pribadong ospital.

At sa ikatlong taon ng pandemya nakararanas na rin anila ng ""mass burnout"" ang mga health workers. https://t.co/paFrxb07A9",REAL
GMA Network,"#BubbleGang #Highlights: The SEARCH IS ON para sa susunod na gaganap bilang 'Invisible Man'! 🦸🏻‍♂️ Makakahanap kaya sila ng perfect candidate?

I-follow ang @YouLOLGMA at bumisita sa https://t.co/k1qkkBdp6J para sa ibang videos! https://t.co/jAacMCDB7u",REAL
GMA Network,"#Highlights: Lenlen called her Tita Bethany and told her about her argument with Lillian.

Watch fresh episodes of #PrimaDonnasSeason2 here https://t.co/qpzocQpvfT https://t.co/biknt7G5Jn",REAL
GMA Network,"RT @GMADrama: Sa mga sumubaybay mula simula hanggang dulo, maraming salamat sa inyo! 

#ICSYFinalEncounter | The Finale
#ICanSeeYou present…",REAL
GMA Network,"RT @chuckiedreyfus: Grabe. Ang ganda ng #ICSYAlterNate! Sobra! Hindi namin binitawan ng buong pamilya ko. Congrats, @gmanetwork @GMADrama.",REAL
GMA Network,"What do you think it will be? Love or Career? 🤔 
https://t.co/KvxK9z232w",REAL
GMA Network,RT @GMADrama: Ano kaya ang nararamdaman ni Cita? HUHUHU! #ICSYFinalEncounter https://t.co/ktLFcObzJP,REAL
GMA Network,"Maraming salamat #ICSYAlterNate team sa napakahusay na production na ito! Maraming salamat sa pagsubaybay, mga Kapuso! 👏👏👏
#ICSYFinalEncounter",REAL
GMA Network,"THAT. LAST. LOOK. 
#ICSYFinalEncounter https://t.co/N6M4H6TsPT",REAL
GMA Network,"Ms. Jackie Lou Blanco, everybody! 👏👏👏
#ICSYFinalEncounter",REAL
GMA Network,"Jelai Andres at Buboy Villar, nagdala ng good vibes sa netizens sa pamamagitan ng isang vlog! 😂 https://t.co/zptlbiiXND",REAL
GMA Pinoy TV,"Aba aba aba, mukhang magkakamabutihan sina Julian at Anna! Todo support naman ang buong barangay! 

Abangan ang nakakakilig na episode ng 'Happy Together' kasama si @MyJaps sa GMA Pinoy TV! https://t.co/yfswcMQ3DC",REAL
GMA Pinoy TV,"Mula Gen Z hanggang sa mga baby boomer, mula sa Pilipinas at sa iba't ibang panig ng mundo, lahat nagkakaisa sa paghataw to the tune of GMA Pinoy TV's newest theme song ""Stronger Together."" Watch this video!

@MyJaps https://t.co/2Ct5GRh0oE",REAL
GMA Pinoy TV,DFA urges MARINA to comply with seafarers' training requirements after failing EU assessment https://t.co/zIFM2botno,REAL
GMA Pinoy TV,"Sino ba naman ang hindi kikiligin kina PGA at Melodear? May special appearance pa nga ang brilyante ng lupa ng Encantadia! 

Abangan ang ""First Lady"" ngayong February 14, 2022 sa GMA Pinoy TV!

@sanya_lopez https://t.co/GqQNAuYQMr",REAL
GMA Pinoy TV,"Tapos na ang pagpapanggap dahil hindi na maitago ang katotohanan. Pero maililihim kaya ni Nate ang kanyang matutuklasan? 

Abangan ang huling linggo ng ""I Can See You: AlterNate"" sa GMA Pinoy TV! @dingdongdantes https://t.co/vxPeGAHn7J",REAL
GMA Pinoy TV,"Ano pa ang hinihintay ninyo, mga Kapuso abroad? Magpadala na ng private message sa ating Facebook page at sabay-sabay po nating salubungin si President Glenn Acosta at ang kanyang First Lady na si Melody Reyes! https://t.co/KKOIlCMinU",REAL
GMA Pinoy TV,"3. Your message should contain the following details: 

First Lady FunCon

Name: 
Country: 
Cable provider: 
Contact number:
Email:
Question for the cast

Winners will receive a confirmation message from GMA Pinoy TV. 

@LegaspiCassy https://t.co/GixicWQ2XB",REAL
GMA Pinoy TV,"MECHANICS: 

1. The promo is open to all existing and new subscribers of GMA Pinoy TV. 
2. Just send us a private message on our official Facebook page to submit your entry. https://t.co/9HP05FR7uA",REAL
GMA Pinoy TV,"Kapuso abroad, ngayong Kapuso month, we've set up a date with you and the cast of ""First Lady""! 

Sali na sa ating ""First Lady FunCon"" kasama sina @sanya_lopez, Alice Dixson, @LegaspiCassy, Joaquin Domagoso at Gabby Concepcion ngayong February 18, 2022, 12 NN (Manila time)! https://t.co/DCAeuuVwvX",REAL
GMA Pinoy TV,You can also watch the premiere of ‘The World Between Us’ on @gma_lifetv this February 24! Visit https://t.co/dbfw3A0qf0 for more details!,REAL
PTVph,"Binigyang-diin din ni Vergeire na walang datos na makapagsasabing maaring maging sanhi ng pagkamatay ang bakuna.

(3/3)",REAL
PTVph,"Kaugnay nito, ipinaliwanag ni Vergeire na 97.6% mula sa higit 8 milyong bakunadong bata ay walang naranasang malubhang epekto ng bakuna event batay sa global data at mild lamang kung sakaling magkaroon ng adverse event.

(2/3)",REAL
PTVph,"BASAHIN: Hinihimok ni Health Undersecretary Maria Rosario Vergeire ang mga magulang ng mga batang 5-11 taong gulang na irehistro ang kanilang mga anak para sa bakuna kontra COVID-19.

(1/3) https://t.co/9K1kuRMRr2",REAL
PTVph,"Ayon kay USec. Vergeire, ang pagbabakuna sa mga bata ang mabisang paraan upang sila ay maprotektahan laban sa COVID-19.

(2/2)",REAL
PTVph,"BASAHIN: Pinaalala ni Department of Health (DOH) USec. Maria Rosario Vergeire na iwasang dalhin ng mga magulang ang kanilang mga anak sa mga matataong lugar. Ito ay dahil sa pagtaas ng bilang ng mga batang nagpositibo sa COVID-19.

(1/2) https://t.co/GRBiFrS0Vn",REAL
PTVph,"Dagdag din ni USec. Vergeire na hindi ganoon kadali magdeklara ng end of pandemic sa Pilipinas dahil hindi lang ang bansa ang nakararanas nito.

(2/2)",REAL
PTVph,"BASAHIN: Nilinaw ni Department of Health (DOH) USec. Maria Rosario Vergeire na ang pagiging endemic state ay hindi nangangahulugang pagkakaroon ng milder form ng disease o ng COVID-19 virus.

(1/2) https://t.co/NhDAwh7GUb",REAL
PTVph,"𝐋𝐎𝐎𝐊: PCSO Lottery Draw Results (February 4, 2022 / 9:00 p.m. Draw) https://t.co/Hp1pC5EDlF",REAL
PTVph,"Among those who attended were labor leader Leody de Guzman, Sen. Ping Lacson, Manila Mayor Isko Moreno, Sen. Manny Pacquiao, and Vice President Leni Robredo.

https://t.co/xuJRUy6nI4",REAL
PTVph,"Tiwala din siya na sa kasong ito, ang national interest ng bansa ay naprotektahan at ang karapatan ng gobyerno ay hindi naapektuhan.

(3/3)",REAL
Inquirer,A winter storm that dumped sleet and heavy snow on a wide swath of the central United States this week left hundreds of thousands of homes and businesses without power. https://t.co/adiJotb0dF,REAL
Inquirer,"A court in military-run Myanmar postponed a hearing in the trial of Aung San Suu Kyi this week, a source with knowledge of proceedings said, after media reported the ousted leader had not been feeling well. https://t.co/FtCQXTMkjh",REAL
Inquirer,"India’s death toll from COVID-19 crossed 500,000 on Friday, a level many health experts say was breached last year but obscured by inaccurate surveys and unaccounted dead in the hinterlands, where millions remain vulnerable to the disease.

READ: https://t.co/k8EzCSnu4F https://t.co/mRWUsl8dpZ",REAL
Inquirer,How to Factory Reset Your Phone https://t.co/GcWrP9Y3zF,REAL
Inquirer,What Is Cache? Everything You Need to Know https://t.co/z9TCARGkoq,REAL
Inquirer,"Fire broke out at the Russian Embassy in Dasmariñas Village,  Makati City on Friday night, the BFP reported. | @JEMendozaINQ https://t.co/JB9bQMdmZO",REAL
Inquirer,Bruno Mars is coming to Fortnite https://t.co/Lh1kcaGn8Z,REAL
Inquirer,"RT @INQUIRERSports: Chinese President Xi Jinping declared the opening of the Beijing Winter Games, triggering a burst of fireworks that mar…",REAL
Inquirer,"Over 780,000 doses of Pfizer’s COVID-19 vaccine for children aged 5 to 11 arrived in the country. | @DYGalvezINQ https://t.co/WBCHXuBlZF",REAL
Inquirer,"20% WEALTH TAX. The labor leader and presidential aspirant Leody de Guzman said he will implement a 20-percent wealth tax on the 500 richest Filipinos if elected.

READ: https://t.co/F3fLTcIpSw https://t.co/4qL9On6wDU",REAL
PAGASA-DOST,"Thunderstorm Advisory No. 2 Final NCR_PRSD
Issued at: 9:21 PM,04 February 2022

All Thunderstorm Advisory over NCR-PRSD forecast area are now TERMINATED. However, all are still advised to continue monitoring for updates.",REAL
PAGASA-DOST,"RT @PAGASAFFWS: General Flood Advisories (GFAs) Issued @ 6PM, 04 February 2022

Region 11 (Davao Region) GFA#3
Region 12 (SOCCKSARGEN) GFA#…",REAL
PAGASA-DOST,"RT @PAGASAFFWS: General Flood Advisories (GFAs) Issued @ 6PM, 04 February 2022

Region 5 (Bicol Region) GFA#11
Region 8 (Eastern Visayas) G…",REAL
PAGASA-DOST,"REGIONAL WEATHER FORECAST for #NCR_PRSD
Issued at: 5:00 PM, 04 February 2022
Valid Beginning: 5:00 PM today - 5:00 AM tomorrow

https://t.co/ybJTTF5X0f https://t.co/hnTfccyTpM",REAL
PAGASA-DOST,"Thunderstorm Advisory No. 1 #NCR_PRSD
Issued at: 4:10 PM,04 February 2022 https://t.co/KFaZpd4Vg8",REAL
PAGASA-DOST,"RT @PAGASAFFWS: Hydrological forecast for Bicol River Basin, issued at 9:00 AM, 04 February 2022 https://t.co/DohaRDdviI",REAL
PAGASA-DOST,"RT @PAGASAFFWS: Hydrological forecast for Agno River Basin, issued at 8:30 AM, 04 February 2022 https://t.co/qpe3RGmWeb",REAL
PAGASA-DOST,"RT @PAGASAFFWS: Hydrological Forecast for Cagayan River Basin, issued at 8:00 AM, 04 February 2022 https://t.co/YFZL3Oo1qR",REAL
PAGASA-DOST,"5-DAY REGIONAL WEATHER OUTLOOK for #NCR_PRSD
Issued at: 8:00 AM, 04 February 2022
Valid Beginning: 8:00 AM today - 8:00 AM tomorrow
https://t.co/iIEhcCpKTb",REAL
PAGASA-DOST,"RT @PAGASAFFWS: Dam Updated as of 6:00 AM, 04 February 2022 https://t.co/7Id8Bk0nxt",REAL
DZRH NEWS,"Nasunog ang ikalawang palapag ng Embahada ng Russia sa  Acacia St., Brgy. Dasmariñas, Makati City. Itinaas ito sa ikalawang alarma at idineklarang fire under control, 9:38 pm | RH27 @cacas_noche 📷 Makati BFP  #SamaSamaTayoPilipino https://t.co/nH5KQbNrBw",REAL
DZRH NEWS,"UPDATE: Ayon sa BFP-NCR, nasunog ang ikalawang palapag ng Russia Embassy sa Dasmariñas Village, Acacia St., Brgy. Dasmariñas, Makati City. Umabot ito sa ikalawang alarma at idineklara ang fire under control, 9:38 pm | RH27 @cacas_noche 📷 Makati BFP #SamaSamaTayoPilipino https://t.co/9ooWR0t2AO",REAL
DZRH NEWS,"@cacas_noche Ayon sa BFP-NCR, nasunog ang ikalawang palapag ng Russia Embassy sa Dasmariñas Village, Acacia St., Brgy. Dasmariñas, Makati City. Umabot na ito sa ikalawang alarma at idineklara ang fire under control, 9:38 pm | RH27 @cacas_noche #SamaSamaTayoPilipino https://t.co/MleopAiKb2",REAL
DZRH NEWS,"#ShowbizTalkGanern na w/ @morlyalinio &amp; @gorgyrulz

Tuloy-tuloy sa pagbabalita.
Tuloy-tuloy sa serbisyo.
#SamaSamaTayoPilipino 

RADIO: DZRH 666 kHz https://t.co/NaB0lPdAk3",REAL
DZRH NEWS,"Sa ngalan ni @ikissmorning , nakasama sa balitaan si @austinmagsino_ sa #TomorrowsNewsTonight 

Tuloy-tuloy sa pagbabalita.
Tuloy-tuloy sa serbisyo.
#SamaSamaTayoPilipino 

FB: https://t.co/U30ZGMKjba https://t.co/YCAbnqscxU",REAL
DZRH NEWS,"Sunog na sumiklab sa exclusive subdivision na 'Dasmariñas Village' sa Acacia St., Brgy. Dasmariñas, Makati City, umabot hanggang ikalawang alarma.  Idineklara ng BFP ang under control alas-9:38 ng gabi  | RH27 @cacas_noche #SamaSamaTayoPilipino https://t.co/YtuNbXWznS",REAL
DZRH NEWS,"'FIRST TIME IN THE HISTORY.' 
Ayon kay LTFRB Chairman Martin Delgra, sa pamamagitan ng Central Public Utility Vehicle Monitoring System, mas madaling mamo-monitor ang galaw ng PUVs sa bansa at madali ring maipatatawag ang mga pasaway na driver at operator. | #SamaSamaTayoPilipino https://t.co/qY09kahCXp",REAL
DZRH NEWS,Bantay-sarado sa Land Transportation Office ang mga nag-aalok ng 'carpooling' sa social media kapalit ng malaking bayad. Hinimok din ni LTO Chief Asec. Edgar Galvante ang publiko na i-report sa kanila ang nag-aalok ng ganitong gawain. | #SamaSamaTayoPilipino https://t.co/hRBtoP5bQy,REAL
DZRH NEWS,"Sunog sumiklab sa residential area sa Acacia St., Brgy Dasmariñas, Makati City itinaas sa unang alarma | RH27 @cacas_noche 

Sa pag-iingat, #SamaSamaTayoPilipino https://t.co/dgsWz8C2Qt",REAL
DZRH NEWS,"Rekumendasyong kasuhan si Sec. Cusi at 11 DOE officials dahil sa Malampaya deal, naisumite na sa Ombudsman

Pinangunahan ni Senate Committee on Energy Chairman Sen. @WinGatchalian74 ang transmittal ng Senate resolution sa anti-graft body alas-10 ng umaga. | #SamaSamaTayoPilipino https://t.co/G1QRtnR1gO",REAL
Rappler,"Jailed opposition Senator Leila De Lima settles for a video call with her ailing and COVID-19 positive mother, who is now in critical care in Naga City.

Full story: https://t.co/It9pfSPWTN https://t.co/6dzHOpjt7M",REAL
Rappler,"The Philippine health department says 69.2% of the reported COVID-19 cases among minors in January 2022 were children aged 0 to 11.

Full story: https://t.co/SVO98KUrZi https://t.co/sVI0OtlNQ0",REAL
Rappler,"Top presidential aspirants, except Bongbong Marcos, highlight their platforms and stand on pressing issues during a virtual Presidential Forum organized by the Kapisanan ng mga Brodkaster ng Pilipinas, Friday, February 4. #PHVote #WeDecide

Updates: https://t.co/VEtlMscEnr https://t.co/jH5ZyDL9tU",REAL
Rappler,"In a joint statement, Russia and China affirm their new relationship is superior to any political or military alliance of the Cold War era. https://t.co/c6Q7R697zc",REAL
Rappler,Watch Rappler’s evening newscast with Quita Chuatico. https://t.co/PiUZ98VkQH,REAL
Rappler,"'We need to take actions to make Japan attractive in the longer term, a country to be chosen by foreign workers,' says JICA president Shinichi Kitaoka. https://t.co/JWyUBL4TaE",REAL
Rappler,KBP forum quizzes presidential bets on campaign platforms | Evening wRap https://t.co/wlmYAen1Hj,REAL
Rappler,"News Corp believes the threat is contained and employees are being offered guidance, according to a WSJ report, which quoted a person familiar with the matter. https://t.co/h2eIxYIlzx",REAL
Rappler,The hit to living standards is posing a major challenge to the government of British Prime Minister Boris Johnson. https://t.co/FU23mhJNUc,REAL
Rappler,"One of these books is ""The 5 Love Languages by Gary Chapman."" Have you read it? #RapplerReads https://t.co/6sXDdxrIg7",REAL
Unang Hirit,"Presidential aspirant and former senator Ferdinand ""Bongbong"" Marcos Jr. (@bongbongmarcos) will not attend the forum for presidential aspirants on Friday. #UnangHirit

READ: https://t.co/wyFVgucXL6 https://t.co/T1vlFpdSZd",REAL
Unang Hirit,"🎶 ""ARE YOU READY FOR IT?"" 🎶

New York University is offering a new course on Taylor Swift (@taylorswift13)! #UnangHirit

READ: https://t.co/A6uNfLrRXS https://t.co/i1SxsJmO6Z",REAL
Unang Hirit,Strive for a healthy mind and body! 😍 #UHmotivation https://t.co/vMRJALJRSk,REAL
Unang Hirit,"Dear Lord, thank You for wonderfully creating each of us. Thank You for giving us worth in Your eyes. Guide us so we may live Your word. Fill us with Your blessings so we may share them with the rest of the world. Amen! #UnangHirit https://t.co/mDTcvqsJWo",REAL
Unang Hirit,"Jamming time sa Acoustic Mornings kasama ang ating UH barkada na sina Ivan at Mariz!

I-tweet na ang inyong song request at bakit ito ang inyong napili. #UnangHirit https://t.co/o2FfiVRkZ3",REAL
Unang Hirit,"Acoustic mornings with Ivan and Mariz. 💕

Handa na ang banda sa susunod na set! Send in your requests, mga Kapuso! 😂 #UnangHirit https://t.co/nD67Q3FxVZ",REAL
Unang Hirit,"Mga fully vaccinated kontra COVID-19, hindi na kailangan ng negatibong RT-PCR test kung bibista sa Boracay at Puerto Galera. #UnangHirit 

Basahin: https://t.co/RPI87K4cwT https://t.co/kCDSscH5GV",REAL
Unang Hirit,Start your day right with a cup of coffee. #UHmotivation https://t.co/epN8Ot2eqA,REAL
Unang Hirit,"Father God, thank You for Your unfailing love, blessings and goodness. Thank You for Your words that comfort me. Thank You for taking away my fears, worries and doubts. Amen! #UnangHirit https://t.co/7g9eYOrT5v",REAL
Unang Hirit,Ilabas na ang extra rice! Tiyak na mapaparami ka ng kain sa masasarap na seafood dishes na ito. Alin dito ang paborito mo? 😋 #UnangHirit https://t.co/BW5zPOVMyP,REAL
GTV,Kabilang ang 'Tokyo Raiders' starring Tony Leung sa mga pelikulang inihanda ng GTV ngayong weekend. https://t.co/BcTlA4c0ik,REAL
GTV,May local and international food trip tayo ngayong February 5 sa #TasteBuddies! https://t.co/JP4RILkL2a,REAL
GTV,"Thai television series na #GirlNextRoom, malapit nang mapanood sa GTV! https://t.co/h9koIXQYkP",REAL
GTV,Siguraduhin na nakakabit sa iyo ang suwerte sa tulong ng mga pampaswerteng ito! https://t.co/NKsKzCsnqr,REAL
GTV,"Bukod sa dikya at lambis-lambis, ginagamit din ang baboy-baboy bilang sangkap sa adobo at halang-halang. Paano nga ba ito niluluto?  https://t.co/hkSHYwi9e9",REAL
GTV,"Binabalik-balikan ng mga turista sa Balicasag Island, Bohol ang kanilang sariwang mga inihahaing seafood dish. Kasama na rito ang sikat na Balicasag Island soup at sizzling seafood. 😋 https://t.co/pJSoelqyUd",REAL
GTV,"Matapos manghuli ng bubog lutaw o jellyfish, titikman ito ni Kara David! Ano kaya ang lasa nito? https://t.co/LN0QF9EkKj",REAL
GTV,Bilang na bilang lang sa Pilipinas ang natitirang mga Philippine Eagle. Alagang-alaga ang mga ito dahil isang itlog lang kada dalawang taon kung mangitlog ang mga ibon na ito. Panoorin ang video. https://t.co/QqeZz1N7CH,REAL
GTV,15 na probinsya at mahigit 50 bayan gamit ang bike? Posible 'yan sa mga bike-packer! 😎 https://t.co/mJqpU02D68,REAL
GTV,"Ang malapot na sabaw ng kaldereta, gawa sa sardinas? Ito ang pinabonggang recipe ni Chef Jose gamit ang readily available ulam sa delata na sardinas. 😋 https://t.co/jFK8449ghr",REAL
TV5,"Bago magkaroon ng Superman o Man of Steel, merong Seg-El na lumaban para maisalba ang kanilang planeta.

Simula bukas, masusubaybayan niyo na ang kuwento ng angkan ng mga El sa KRYPTON, 8:30 PM dito lang sa #TV5TodoMaxWeekend!

#IBAsa5 https://t.co/uTK2TBKZ8k",REAL
TV5,"Nawawala na ba ang galit ni Raven kay Rica?

#ViralScandalTV5
#TodoMaxPrimetimeSingko
#IBAsa5 https://t.co/ltSxIAv9BU",REAL
TV5,"📺: #ViralScandalTV5

#TodoMaxPrimetimeSingko
#IBAsa5 https://t.co/BDdqu0vC5U",REAL
TV5,"Isang malaking sampal kay Jill ang pagdadalang-tao ni Lexy

#TheBrokenMarriageVowTV5
#TodoMaxPrimetimeSingko
#IBAsa5 https://t.co/1c4HCuvA1Z",REAL
TV5,"Success ang proposal ni David sa Lucero Land

#TheBrokenMarriageVowTV5
#TodoMaxPrimetimeSingko
#IBAsa5 https://t.co/PFUmFsOZe6",REAL
TV5,"Lexy is pregnant! 😳

#TheBrokenMarriageVowTV5
#TodoMaxPrimetimeSingko
#IBAsa5 https://t.co/RqEvPVpQUi",REAL
TV5,"Nag-present ng project si David sa tatay ni Lexy pero mukhang 'di siya sang-ayon sa plano nito

#TheBrokenMarriageVowTV5
#TodoMaxPrimetimeSingko
#IBAsa5 https://t.co/LO1Oaeq5E4",REAL
TV5,"Nagtagpo ang kabit at legal wife

#TheBrokenMarriageVowTV5
#TodoMaxPrimetimeSingko
#IBAsa5 https://t.co/9GntQCcekU",REAL
TV5,"Si Dr. Jill ang titingin kay Lexy

#TheBrokenMarriageVowTV5
#TodoMaxPrimetimeSingko
#IBAsa5 https://t.co/1iNGudxOES",REAL
TV5,"📺: #TheBrokenMarriageVowTV5

#TodoMaxPrimetimeSingko
#IBAsa5 https://t.co/eficzcwiY3",REAL
ABS-CBN News Channel,"Asa Miller carries PH flag in 2022 Beijing Winter Olympics

https://t.co/kwfKf7PS4j",REAL
ABS-CBN News Channel,"Olympics: With rings breaking from block of ice, Games ceremony begins

https://t.co/XOKVlMpRT0",REAL
ABS-CBN News Channel,"DFA: Pinoy seafarers' livelihood at stake if Marina fails to address deficiencies

https://t.co/gR3OSxvBmp",REAL
ABS-CBN News Channel,"Wild Rift: GrindSky Eris to represent PH in SEAG tournament

https://t.co/PCTDCpOiWm",REAL
